SiteEnergyUse(kBtu)
265774.9063
2305643.5
1631479.125
511797.4063
4322873.0
2595783.5
14751117.0
3064039.5
21795830.0
5903015.0
636965.5
1832031.5
655422.375
419978.6875
4391348.0
2356376.75
5214621.5
2701833.75
7771933.5
4857581.5
985401.8125
3605855.5
4342597.0
8493420.0
1594504.875
1291405.25
1286817.375
2615247.75
2077039.375
1989103.875
9937707.0
16319835.0
53166156.0
48406556.0
19165116.0
2925780.0
652991.6875
4416909.5
374753.8125
10077532.0
1021796.625
11651200.0
1677002.25
8839812.0
1408291.375
61576184.0
2186018.5
3775187.5
1218112.0
10154608.0
666740.3125
3493093.75
1275231.75
3185005.25
3542708.5
6186461.5
9851260.0
4560492.0
5144392.0
642645.1875
1357119.875
15067340.0
2839882.25
1881516.125
936616.5
26823218.0
13133225.0
1656420.25
19036416.0
545426.375
5277482.5
57133.19922
2010454.625
741287.1875
3234787.75
347437.6875
8580279.0
8518313.0
1682454.875
8138616.5
834711.875
564754.1875
3371659.75
6042399.5
3459543.0
6461937.0
5792926.0
1740568.25
2303732.75
1328461.25
1634178.25
6455828.5
608755.375
317794.4063
4855036.5
1890502.5
1261536.75
2096835.5
1195165.25
323739.4063
345866.6875
977230.3125
13911761.0
9190442.0
605130.6875
983595.875
1137967.5
39403320.0
5170809.5
13962749.0
8651835.0
1607972.25
861972.875
3202213.0
16701055.0
966677.125
2313978.75
1047461.0
1735995.75
1567040.75
430473.6875
17686444.0
17463744.0
1381590.125
412562.4063
5089083.0
2076289.625
61762380.0
6584966.5
11521702.0
786324.0
6983736.0
1295485.25
326778.6875
19155416.0
3484915.5
13458948.0
3767135.0
10105379.0
1794187.25
14512786.0
13906080.0
764094.5
1748644.5
2225512.0
45163308.0
6960904.5
2805826.0
1321065.0
3989399.0
1696978.75
7439009.0
10394330.0
2852102.75
882896.5
2177075.0
719905.1875
1164364.75
2107743.75
9683979.0
13656587.0
786253.6875
2615973.5
1554599.25
37951708.0
2470566.0
26941110.0
40062888.0
3239754.0
45252356.0
8773058.0
6778694.0
42709624.0
1027394.313
1080821.0
8687690.0
686019.1875
9444484.0
3147042.0
9546165.0
9357230.0
1529510.25
248616.0
150167.7969
817255.875
3267564.0
1811506.375
6275367.5
1011667.5
15725581.0
1411305.5
1088556.25
4704936.5
161311.0938
3903259.75
1965075.625
550324.1875
1358519.0
5450441.5
1228113.5
1078535.75
291614432.0
2564004.0
4801472.0
1368120.5
14293972.0
866806.0
6782435.0
5233553.5
74130576.0
7265178.0
924192.6875
39523852.0
20560622.0
813641.0
21042926.0
3532966.5
959352.0
1612105.75
7857972.5
2746560.75
4336187.5
577123.125
716279.6875
13270687.0
418348.5
1401315.875
238969.7031
1261634.5
1717130.875
1074989.0
12148720.0
3574542.25
19085174.0
1765813.625
4253369.5
3740373.75
2472350.25
7251589.0
1354000.625
1835804.0
651293.3125
102673696.0
1090496.625
11702959.0
971990.3125
2603931.25
2559461.75
15206762.0
731321.8125
2045592.0
1245187.5
8384523.0
3441643.25
1061458.25
822636.625
1399581.625
10234721.0
485971.0
666687.5
2179719.75
1000796.875
586589.1875
269016.6875
22325364.0
41213584.0
5535626.0
111969.7031
3568419.5
739210.5
26659244.0
1165598.875
3095882.0
675772.875
1356972.25
25471308.0
14833476.0
1207504.0
1751483.875
5446624.0
4590246.5
5049446.5
1536998.25
784364.5
752104.0
713326.875
1577040.875
1784385.25
1331469.75
657385.8125
2143650.75
1968655.125
14585813.0
6794584.0
1896626.375
1555420.25
5464762.0
12086616.0
1748629.875
12731388.0
2092696.0
15026196.0
9941308.0
4169431.5
28731502.0
177812.7969
1560461.75
2998208.25
2737534.5
3573328.25
2701872.0
1896298.875
5525072.5
4262316.5
9393108.0
22530168.0
227566.7031
12525174.0
7637986.0
7429423.0
966907.375
1608884.25
17254810.0
1083729.625
859236.625
1208035.375
2178690.5
1169948.875
4199443.0
1857154.75
6962073.0
1623657.0
1012024.313
2282551.25
2470642.0
20723248.0
2153603.5
509836.1875
2842819.5
18102026.0
1242811.75
2799595.0
602245.0
1787119.0
3343550.0
3059758.0
1933811.625
3238216.0
8086943.5
4489661.0
1063269.125
2545405.0
4323672.0
18470340.0
2602213.75
7851334.5
1537570.25
15640994.0
1067153.75
72587024.0
5758795.0
1429146.375
964923.8125
2735166.0
2159170.25
4991893.5
6423556.5
243518.2031
4145920.5
2491238.25
1725108.25
1333289.625
845961.375
2050600.75
4581493.0
2547848.0
9232576.0
5661689.5
11061916.0
14715262.0
945245.625
6836900.0
1377519.5
5135040.0
7258758.5
2037720.625
33729336.0
9134963.0
3528086.75
1215156.25
2646879.0
2828950.5
3485865.5
6715187.0
6135173.0
4345698.0
10642754.0
3936421.5
287132.5
7442314.5
5392617.5
2429214.0
883197.6875
1791715.625
3035962.25
2217620.0
363808.1875
1268459.0
23658978.0
1533245.75
13071700.0
3321603.0
1333432.125
29949248.0
2755829.0
1788148.0
971155.625
6843855.0
270838.5
1806468.0
4728488.5
416885.5938
11171988.0
5348309.0
1641667.0
11688601.0
4167253.75
16402563.0
11147342.0
1234095.5
858780.625
11521140.0
1965182.25
4426136.0
25453690.0
2796425.0
14641502.0
1941728.75
1851260.5
3004271.0
1509292.0
4750799.0
1835804.875
16373232.0
11325513.0
802312.5
4877959.0
5094197.0
8765978.0
2189735.0
2897079.75
2771820.5
1813404.0
6744317.0
20725996.0
4897760.0
3605749.75
3275779.25
1573155.0
17225444.0
1072151.375
1153690.125
1856230.625
1126157.25
3570161.75
4549892.0
826488.6875
2991674.75
3897738.0
2106073.5
58761304.0
1582655.875
1906384.875
1987934.625
1929851.5
533742.8125
5448975.0
3242077.75
2241280.5
6994740.5
620994.3125
14856199.0
25478086.0
5912066.0
1705515.25
306911.0938
3646053.75
97690.39844
5804784.5
3611538.0
7946961.0
3626431.5
9363374.0
3241917.0
809870.8125
267135.0938
968026.3125
2563985.5
13085297.0
1772188.5
931148.625
9155568.0
1676426.5
3537841.5
9722890.0
1539176.625
2436063.0
1035554.688
9230223.0
1345025.75
1426279.5
1441665.375
1981115.25
1459199.75
20955026.0
24395228.0
1262255.75
11624548.0
5327249.5
6366084.5
18661606.0
8382140.5
2843033.5
3605755.5
12726789.0
1011965.375
2756214.75
1363191.625
3768900.5
1404253.75
16016644.0
5514308.5
41680640.0
361542.0938
3063504.5
608359.6875
7655751.0
470666.6875
9512829.0
1069749.75
1544995.75
743528.125
1015060.188
1471914.25
1987334.75
5007401.0
17074142.0
809291.8125
2478960.0
4236396.5
630250.125
4865551.5
13843866.0
3497215.5
1333637.625
11730555.0
1318947.25
7619445.0
774075.6875
5117308.5
6298131.5
1144267.5
3987215.5
1100499.75
6963616.5
5587347.0
478690.0938
325513.0
1758134.625
106918.0
1206165.75
5134607.5
1063480.5
2551022.25
6674179.5
1700057.375
3785282.5
7305474.0
3736960.0
1280263.75
1074350.375
13239050.0
8751704.0
1141189.75
430308.9063
3518459.5
5976246.0
3009463.75
810636.875
981009.125
53079164.0
431390.4063
6505995.0
40847752.0
2485521.0
520011.8125
904236.0
4265815.0
771512.6875
10713006.0
904059.875
5572503.0
2339234.0
1257774.625
3929371.0
2339814.25
690529.5
26416770.0
6758565.5
1181428.75
1988334.5
2178074.5
7226362.5
1847401.0
9336239.0
5136604.5
4307238.5
5481549.0
2762846.0
1049748.625
496477.3125
1439572.375
1694930.375
3652708.75
69519808.0
12729858.0
293090784.0
1634669.375
15091579.0
531737.1875
1326178.125
4116871.5
25959642.0
30038490.0
4294550.0
1431784.0
1538750.625
2773647.5
763364.5
3476212.5
2553763.5
4854429.5
9814820.0
1269847.75
519806.0938
4926695.0
39364116.0
16246106.0
3181045.5
3205182.5
47102428.0
2443141.5
14709151.0
9058916.0
25747022.0
24603420.0
6668568.5
3534690.75
5357833.0
2190460.0
1242666.25
1998725.25
1082920.125
9641043.0
18221224.0
3040195.5
8921778.0
6235947.0
847097.8125
1791697.75
1294615.25
5177270.5
3475804.25
6219841.5
421430.0
1362523.0
3050455.25
8690648.0
12015936.0
4757299.5
1010967.688
56606136.0
24906132.0
6057410.0
2186148.5
2586116.0
899924.1875
3846501.25
873221.875
80469216.0
8905287.0
7548807.0
5071974.0
1618916.375
638507.125
720170.6875
41696464.0
16540550.0
6858533.5
1213869.75
123767.2031
5328051.5
805643.5
15480681.0
36667044.0
873577.3125
1981360.0
1028376.875
37980712.0
856088.625
